Primary Campus,University,School Name,Course Name,Class Name,
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MBA in Finance,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MBA in International Business,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MBA in Management,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MBA in Marketing,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MBA in Sports and Entertainment Management,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Accounting,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Business Analytics,Fall 2023 Intake,2
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Business Operations and Healthcare Analytics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Finance,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Information Systems,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Marketing,Fall 2024 Intake,1
,,,MS in Taxation,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Health & Human Services,Master of Public Health,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Health informatics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,Howard University,College of Arts and Sciences,MA in Economics (Fall Intake),Fall 2024 Intake,1
,,,MS in Biology (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mathematics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Engineering and Architecture,M.Eng in Electrical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemical Engineering (Fall Intake),Fall 2024 Intake,1
,,,MS in Computer Science (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,School of Business,MBA,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,School of Dentistry,International Dentist Program (DDS),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,School of Law,JD,Fall 2023 Intake,2
,,,,Fall 2024 Intake,1
,,,LLM,Fall 2024 Intake,1
,Hult International Business School,Hult International Business School,Boston-NYC Finance MBA,Fall 2024 Intake,1
,,,Executive MBA,Fall 2023 Intake (USD) - London Campus,1
,,,,Fall 2024 Intake (USD) - London Campus,1
,,,Master's in Marketing & Analytics,Fall 2024 Intake - San Francisco Campus,1
,,,,Fall 2024 Intake (USD) - London Campus,1
,,,,Spring 2025 Intake (USD) - London,1
,,,MBA (Full-Time),Fall 2024 Intake - Boston Campus,1
,,,,Fall 2024 Intake - London Campus,1
,,,,Fall 2024 Intake - San Francisco Campus,1
,,,,with Analytics - Fall 2024 Intake - Boston Campus,1
,,,,with Analytics - Fall 2024 Intake - London Campus,1
,,,,with Analytics - Fall 2024 Intake - San Francisco Campus,1
,,,MS in Business Analytics,Fall 2024 Intake - Boston Campus,1
,,,,Fall 2024 Intake - London Campus,1
,,,,Fall 2024 Intake - San Francisco Campus,1
,,,MS in Entrepreneurship & Innovation,Fall 2024 Intake - London Campus,1
,,,,Fall 2024 Intake - San Francisco Campus,1
,,,MS in Finance,Fall 2024 Intake - Boston Campus,1
,,,,Fall 2024 Intake - London Campus,1
,,,,Fall 2024 Intake - San Francisco Campus,1
,,,MS in International Business (MIB),Fall 2024 Intake - Boston Campus,1
,,,,Fall 2024 Intake - London Campus,1
,,,,Fall 2024 Intake - San Francisco Campus,1
,,,,Spring 2024 Intake (Boston Campus) - 12 month option,1
,,,,Spring 2024 Intake (San Francisco Campus),1
,,,,Spring 2025 Intake (Boston Campus) - 8 month accelerated option,1
,,,,Spring 2025 Intake (Boston Campus) - 12 month option,1
,,,,Spring 2025 Intake (London Campus) - 8 month accelerated option,1
,,,,Spring 2025 Intake (San Francisco Campus),1
,,,,Spring 2025 Intake (San Francisco Campus) - 8 month accelerated option,1
,,,MS in International Marketing,Fall 2024 Intake - Boston Campus,1
,,,,Fall 2024 Intake - London Campus,1
,,,,Fall 2024 Intake - San Francisco Campus,1
,Icahn School of Medicine at Mount Sinai,Graduate School,Master of Health Administration (In-Person),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Public Health,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biomedical Data Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biomedical Sciences,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biostatistics,Fall 2024 Intake,1
,,,MS in Clinical Research,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Epidemiology,Fall 2024 Intake,1
,,,MS in Genetic Counseling ( Full-Time),Fall 2023,1
,,,,Fall 2024,1
,Illinois Institute of Technology,Armour College of Engineering,"M.Eng in Advanced Manufacturing, Automation and Control Systems",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,M.Eng in Architectural Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,M.Eng in Artificial Intelligence for Computer Vision and Control,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,M.Eng in Biomedical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,M.Eng in Construction Engineering and Management ,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.Eng in Wireless Communications and Computer Networks,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.Eng. in Environmental Engineering (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Architectural Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Biomedical Data Science and Modeling,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Biomedical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Environmental Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Medical Devices and Biomaterials,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Biological Engineering (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Biomedical Imaging and Signals (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Chemical Engineering (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Computational Engineering (Biomedicine Track) (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Computational Engineering (Computational Mechanics Track) (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"Master of Computational Engineering (Optimization, Machine Vision, and Decision-Making Track) (M.A.S.)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Computer Engineering in Internet of Things (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Cybersecurity Engineering (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Electrical and Computer Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master of Electrical and Computer Engineering (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Electrical and Computer Engineering with E3 Specialization (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Electricity Markets (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Engineering Management (Product Design and Development Track) (On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Engineering Management (Project Management Track) (On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Industrial Technology and Operations (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Network Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master of Pharmaceutical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master of Power Engineering (M.A.S.) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master of Power Engineering (M.A.S.) (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Telecommunications and Software Engineering (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of VLSI & Microelectronics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Advanced Manufacturing (Digital Manufacturing Track),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Energy Systems (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Energy Systems (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MEng in Energy Systems, Energy Conservation and Buildings Track",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MEng in Energy Systems, Energy Transmission, and Markets Track",Fall 2024 Intake,1
,,,MEng in Environmental Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Environmental Engineering with Specialization in Energy/Environment/Economics (E3),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Manufacturing (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Materials Science and Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Mechanical and Aerospace Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Mechanical and Aerospace Engineering (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Mechanical and Aerospace Engineering with Specialization in Energy/Environment/Economics (E3),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Structural Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Transportation Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Urban Systems Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Advanced Manufacturing,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Autonomous Systems and Robotics (Full-time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Chemical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemical Engineering (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Civil Engineering (Full Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Electrical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Electrical Engineering (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Materials Science and Engineering,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mechanical and Aerospace Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Computing,Master of Applied Mathematics(M.A.S.),Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Artificial Intelligence (On-Campus Only) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master of Artificial Intelligence (On-Campus Only) (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Computer Science (M.A.S.) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,Master of Computer Science (M.A.S.) (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Cyber Forensics & Security (MAS),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Cybersecurity (MAS) (On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Data Science (M.A.S.) (Fall Intake),Fall 2023 Intake (2 Years),1
,,,,Fall 2024 Intake,1
,,,,Fall 2024 Intake (2 Years),1
,,,Master of Data Science (M.A.S.) (Spring Intake),Spring 2024 Intake (2-Year Track),1
,,,,Spring 2024 Intake (16-Month Track),1
,,,,Spring 2025 Intake (2-Year Track),1
,,,,Spring 2025 Intake (16-Month Track),1
,,,Master of Industrial Technology and Operations,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Information Technology and Management (M.A.S.) (On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Software Development (M.A.S.),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Telecommunications and Software Engineering (M.A.S.),Fall 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Applied Cybersecurity and Digital Forensics (On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Applied Mathematics (Full Time),Fall 2024 Intake,1
,,,MS in Biology (Full Time),Fall 2024 Intake,1
,,,MS in Computational Decision Science and Operations Research,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer Science (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Data Science (Spring Intake 12 Months Track),Spring 2025 Intake,1
,,,MS in Physics (Full Time),Fall 2024 Intake,1
,,College of Computing (School of Applied Technology),"Master of Industrial Technology and Operations (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Information Technology and Management (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,Kent College of Law,JD (Full-TIme),Fall 2022 Intake,1
,,,,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,LLM (Full-time),Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,Lewis College of Science and Letters,M.S. in People Analytics,Fall 2024 Intake,1
,,,MS in Chemistry,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Molecular Biochemistry and Biophysics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Stuart School of Business,Full-Time MBA,Fall 2024 Intake,1
,,,M.S in Environmental Management and Sustainability (E.M.S.) (Full-Time),Fall 2023 Intake (2 Years),1
,,,,Fall 2024 Intake (2 Years),1
,,,MBA in Business Analytics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Finance (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Marketing Analytics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Marketing Analytics (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mathematical Finance,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Technological Entrepreneurship,Fall 2024 Intake,1
,,,,Fall 2024 Intake (2 Year),1
,Indiana State University,College of Arts and Sciences,MS in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,Indiana University,College of Arts and Sciences,MA in Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Geological Sciences,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Geological Sciences-Atmospheric Sciences,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Physics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Statistical Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,Kelley School of Business,Evening MBA,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MBA,Grad Year 2025,1
,,,,Grad Year 2025 (w/Spouse + 1 Dep),1
,,,,Grad Year 2025 (w/Spouse),1
,,,,Grad Year 2026,1
,,,,Grad Year 2026 (w/Spouse + 1 Dep),1
,,,,Grad Year 2026 (w/Spouse),1
,,,MBA/MSIS Joint Degree,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Accounting,Grad Year 2025,1
,,,MS in Accounting with Data and Analytics,Fall 2024 Intake,1
,,,MS in Finance,Fall 2024 Intake,1
,,,,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Information Systems,Grad Year 2024,1
,,,,Grad Year 2025,1
,,,MS in Information Systems (Jumpstart Track),Grad Year 2024,1
,,,,Grad Year 2025,1
,,,,Grad Year 2026,1
,,"Luddy School of Informatics, Computing and Engineering (Bloomington)",Data Analytics Master of Science (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Cybersecurity Risk Management (On-Campus Only) (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,M.S. in Cybersecurity Risk Management (On-Campus) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Bioinformatics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Data Science (Residential),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Human Computer-Interaction/Design,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Informatics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Information Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Intelligent Systems Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Library Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Secure Computing,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Maurer School of Law,Dual Degree (Jindal/Maurer) J.D,Fall 2024 Intake,1
,,,JD,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,,JD (Advanced Standing),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,LLM,Grad Year 2025,1
,,,LLM (2 semester - Spring Start),Grad Year 2024,1
,,,,Grad Year 2025,1
,,School of Public and Environmental Affairs,Master of International Affairs,Fall 2024 Intake,1
,,,MPA (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MPA (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MPA / MSES Dual Degree,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Environmental Sciences,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,Indiana University Indianapolis,Indiana University School of Dentistry,International Dentist Program (IU-IDP),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,IU Robert H. McKinney School of Law,LLM,Grad Year 2025,1
,,Luddy School of Informatics and Computing,M.S. in Computer Science,Fall 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Applied Data Science (Fall Intake),Fall 2023 (4 Semester),1
,,,,Fall 2023 Intake,1
,,,,Fall 2024 (4 Semester),1
,,,,Fall 2024 Intake,1
,,,MS in Applied Data Science (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Bioinformatics (Full-Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Bioinformatics (Full-Time) (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Health Informatics (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Health Informatics (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Human-Computer Interaction (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in in Human-Computer Interaction (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Purdue School of Engineering and Technology,MS in Biomedical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Cybersecurity & Trusted Systems,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Electrical and Computer Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Electrical and Computer Engineering (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mechanical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mechanical Engineering (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Technology (Motorsports),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Science,MS in Chemistry (Thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computational Data Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer and Information Science (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer and Information Science (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Physics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,Iowa State University,College of Agriculture & Life Sciences,MS in Genetics and Genomics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Engineering,M.Eng in Computer Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,M.Eng in Electrical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"Masters in Engineering Management (On Campus, Full-Time)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Aerospace Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Civil Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Industrial Engineering (On-Campus Only),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MEng in Mechanical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MEng in Mechanical Engineering (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Artificial Intelligence,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Civil Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
