Primary Campus,University,School Name,Course Name,Class Name,
,,,MS in Engineering Sciences (Data Sciences) (Fall Intake - Fall/Spring),Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Engineering Sciences (Data Sciences) (Fall Intake- Fall/Spring/Summer),Fall 2024 Intake,1
,,,MS in Engineering Sciences (Data Sciences) (Spring Intake - Spring/Fall/Spring),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Engineering Sciences (Data Sciences) (Spring Intake - Spring/Summer/Fall),Spring 2025 Intake,1
,,,"MS in Engineering Sciences (Robotics) (3 Semester Option, Spring Intake)",Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Engineering Sciences (Robotics) (One Year Option, Fall Intake)",Fall 2024 Intake,1
,,,"MS in Engineering Sciences (Robotics) (One Year Option, Spring Intake)",Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Engineering Sciences (Robotics) (Two Year Option, Fall Intake)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MS in Engineering Sciences (Robotics) (Two Year Option, Spring Intake)",Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Environmental and Water Resources Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Industrial Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Fall 2024 Intake (3 semesters),1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Industrial Engineering (Spring Intake, 3 Semesters)",Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Materials Design and Innovation,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Operations Research,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Sustainable Transportation and Logistics,Fall 2024 Intake,1
,,School of Law,Advanced Standing 2 Year JD,Grad Year 2026,1
,,,JD,Grad Year 2026,1
,,,,Grad Year 2027,1
,,School of Management,Master of Science in Accounting,Fall 2024 Intake,1
,,,MBA (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Business Analytics,Fall 2024 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Finance,Fall 2024 Intake,1
,,,MS in Finance (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Management Information Systems,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2024 Intake (July Start),1
,,,,Summer 2025 Intake,1
,,,,Summer 2025 Intake (July Start),1
,,,MS in Management Information Systems (Analytics Track),Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Operations and Supply Chain Management,Fall 2024 Intake,1
,,School of Pharmacy & Pharmaceutical Sciences,MS in Pharmaceutical Sciences,Fall 2024 Intake,1
,,School of Public Health and Health Professions,"Master of Public Health (MPH) (2 Years, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Epidemiology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Exercise Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,University of Akron,Buchtel College of Arts and Sciences,MS in Applied Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Biology (Non-Thesis Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry (Full-Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Earth Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Environmental Geology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Geology (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Statistics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Engineering and Polymer Science,MS in Biomedical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Chemical Engineering (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Civil Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Electrical and Computer Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Mechanical Engineering (Full-time, On-campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Polymer Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Polymer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,University of Alabama,College of Engineering,MS in Chemical Engineering (Full Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Civil Engineering (Full Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Computer Science (Full Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Electrical Engineering (Full Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Environmental Engineering (Full Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Mechanical Engineering (Full Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,Manderson Graduate School of Business,MBA,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Accountancy,Fall 2024 Intake,1
,,,MS in Accountancy (Spring Intake),Spring 2025 Intake,1
,,,MS in Applied Statistics,Fall 2024 Intake,1
,,,MS in Finance,Fall 2024 Intake,1
,,,MS in Information Management Systems,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Operations Management (Full-Time On-Campus),Fall 2024 Intake,1
,,School of Law,LLM (International LLM),Fall 2024 Intake,1
,University of Alabama at Birmingham,Collat School of Business,MBA,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,College of Arts and Sciences,IMP in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2024 Intake (4 Semesters),1
,,,,Spring 2025 Intake,1
,,,,Spring 2025 Intake (4 Semesters),1
,,,,Summer 2024 Intake,1
,,,IMP in Cyber Security,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,IMP in Data Science (MS),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,IMP in Multidisciplinary Biomedical Science (Bioinformatics),Fall 2024 Intake,1
,,,MPA,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Biology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Chemistry,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Cyber Security,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Data Science (MSDS),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Data Science (MSDS) (Spring Intake),Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Multidisciplinary Biomedical Science,Fall 2024 Intake,1
,,,MS in Physics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Dentistry,Advanced Education in Prosthodontics Program,Grad Year 2026,1
,,,,Grad Year 2027,1
,,,,Grad Year 2028,1
,,,Advanced Education Program in Periodontology,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,,,Grad Year 2028,1
,,,International Dentist Program (IDP),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,,International Orthodontics,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,,,Grad Year 2028,1
,,School of Engineering,IMP in Electrical and Computer Engineering,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,IMP in Engineering Management,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,IMP in Materials Engineering,Fall 2024 Intake,1
,,,IMP in Mechanical Engineering,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Biomedical Engineering,Fall 2024 Intake,1
,,,MS in Civil Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Electrical & Computer Engineering,Fall 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Engineering Management,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Fall 2024 Intake (1 Year),1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Materials Engineering,Fall 2024 Intake,1
,,,MS in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Health Professions,MS in Biomedical and Health Sciences,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Biotechnology,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Biotechnology (3-4 semesters),Fall 2024 Intake,1
,,,,Fall 2024 Intake (2 Years),1
,,,,Spring 2024 Intake,1
,,School of Public Health,IMP in Public Health,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,Master of Public Health,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,University of Alabama in Huntsville,College of Business,MS in Business Analytics (Full-Time On-Campus),Grad Year 2024 (3 Semesters),1
,,,,Grad Year 2025,1
,,,,Grad Year 2025 (3 Semesters),1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Cybersecurity Management,Fall 2024 Intake,1
,,College of Engineering,MS in Aerospace Systems Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Civil Engineering,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Electrical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MSE in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Science,MS in Biological Sciences (Non-thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biological Sciences (Thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry (Non-thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry (Thesis Option),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Spring Intake),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Earth System Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Physics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,University of Alaska - Fairbanks,College of Natural Science and Mathematics,MS in Physics (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,School of Engineering & Mines,MS in Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Electrical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Petroleum Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,University of Arizona,"College of Architecture, Planning & Landscape Architecture",MS in Urban Planning,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Engineering,MS in Chemical Engineering (Full-Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MS in Electrical and Computer Engineering (On-site, Non-Thesis)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Electrical and Computer Engineering (On-site, Thesis)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Environmental Engineering (Full-Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"MS in Mechanical Engineering (Full Time, On Campus, Spring intake)",Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Mechanical Engineering (Full-time, On Campus Fall intake)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Optical Sciences,MS in Optical Sciences (On-campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,College of Science,MA in Chemistry (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Science (Full Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,College of Social and Behavioral Sciences,MS in Data Science (On-campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Information Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Eller College of Management,Master of Accounting,Fall 2024 Intake,1
,,,"Master's in Economics (Full-time, On-campus)",Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MBA (Full-Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,,,MS in Accounting (2 Semesters),Fall 2024 Intake,1
,,,,January 2025 Intake,1
,,,MS in Accounting (4 Semesters),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Business Analytics (16-Months),Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Econometrics and Quantitative Economics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Finance (12 Month Program),Fall 2024 Intake,1
,,,MS in Finance (16 Month Program),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Management Information Systems,Fall 2024 Intake,1
,,,"MS in Marketing (Full-Time, 12 Months)",Fall 2024 Intake,1
,,,"MS in Marketing (Full-Time, 16 Months)",Fall 2024 Intake,1
,,Graduate College,MS in Statistics and Data Science,Fall 2024 Intake,1
,,,PSM in Applied Biosciences,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,James E. Rogers College of Law,JD,Grad Year 2025,1
,,,,Grad Year 2026,1
,,,,Grad Year 2027,1
,,,JD (for Non-U.S. Lawyers) (2 years),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,"LLM (Full-Time, On Campus) (Fall Intake)",Grad Year 2025,1
,,,"LLM (Full-Time, On Campus) (Spring Intake)",Spring 2025 Intake,1
,,,Master of Legal Studies,Fall 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Mel & Enid Zuckerman College of Public Health,"Master of Public Health (MPH) (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,University of Arkansas,College of Engineering,MS in Biological Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Biomedical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemical Engineering (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Civil Engineering (MSCE) (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Computer Engineering,Fall 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Industrial Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Statistics and Analytics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,J.William Fullbright College of Arts and Sciences,MS in Biology (Full-Time Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Geology (Fall Intake),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,The Sam M. Walton College of Business,Master of Information Systems (Full Time),Grad Year 2025,1
,,,MBA (Full-Time),Grad Year 2025,1
,,,,Grad Year 2026,1
,University of Arkansas - Little Rock,"College of Arts, Letters and Science",MS in Biology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Chemistry (Full Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mathematical Sciences (Full Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,Donaghey College of Engineering and Information Technology,M.S. in Information Science (Full-Time On-Campus),Fall 2024 Intake,1
,,,"MS in Computer Science (Full-Time, On-Campus)",Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Construction Management (Full-Time On Campus),Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Information Quality (Full-Time On-Campus),Fall Intake 2023,1
,,,,Fall Intake 2024,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mechanical Engineering,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Systems Engineering (Full-Time On-Campus),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,University of Bridgeport,College of Science and Society,MS in Biology,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,School of Business,MS in Analytics & Systems,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2023 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,School of Engineering,MS in Artificial Intelligence,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,,Summer 2024 Intake,1
,,,MS in Biomedical Engineering (Full-Time),Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Computer Engineering (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,"MS in Computer Science (Full-Time, Spring Intake)",Spring 2024 Intake,1
,,,,Spring 2025 (1 Year Track),1
,,,,Spring 2025 Intake,1
,,,MS in Computer Science (Full-Time),Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Summer 2023 Intake,1
,,,,Summer 2024 Intake,1
,,,,Summer 2025 Intake,1
,,,MS in Electrical Engineering (Full-Time),Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Mechanical Engineering (Full-Time),Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,,,MS in Technology Management,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,,Spring 2024 Intake,1
,,,,Spring 2025 Intake,1
,University of California - Merced,Graduate Division Electrical Engineering and Computer Science,MS in Electrical Engineering and Computer Science,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,,MS in Mechanical Engineering,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,,School of Natural Sciences,MS in Applied Mathematics,Fall 2023 Intake,1
,,,,Fall 2024 Intake,1
,University of California Berkeley,College of Chemistry,MS in Chemical and Biomolecular Engineering Prof,Fall 2024 Intake,1
,,,MS in Chemical Engineering,Fall 2024 Intake,1
,,,Professional Masters in Product Development,Fall 2024 Intake,1
,,College of Engineering,M.Eng in Civil & Environmental Engineering,Fall 2024 Intake,1
,,,M.Eng in Computer Science,Fall 2024 Intake,1
,,,M.Eng in Electrical Engineering and Computer Science,Fall 2024 Intake,1
,,,M.Eng in Industrial Engineering & Operations Research,Fall 2024 Intake,1
,,,M.Eng in Materials Science and Engineering,Fall 2024 Intake,1
,,,M.Eng in Mechanical Engineering,Fall 2024 Intake,1
,,,M.Eng in Nuclear Engineering,Fall 2024 Intake,1
,,,Master of Analytics,Fall 2024 Intake,1
,,,"Master of Development Engineering (Full-Time, 3 Semesters)",Fall 2023 Intake,1
